ICD-10 code	ICD-10 code description	ICD-10 group	Ideation or action	Past or present 
T63.392D	Toxic effect of venom of spider, intentional self-harm, subsequent	self_harm	action	past
T63.392D	Toxic effect of venom of spider, intentional self-harm, subsequent	self_harm	action	present
T63.392S	Toxic effect of venom of spider, self-harm, sequela	self_harm	action	past
T63.392S	Toxic effect of venom of spider, self-harm, sequela	self_harm	action	present
T63.412	Toxic effect of venom of centipede/millipede, self-harm	self_harm	action	present
T63.412A	Toxic effect of venom of centipede/millipede, Self-harm, initial	self_harm	action	present
T63.412D	Toxic effect of venom of centipede/millipede, Self-harm, subsequent	self_harm	action	past
T63.412D	Toxic effect of venom of centipede/millipede, Self-harm, subsequent	self_harm	action	present
T63.412S	Toxic effect of venom of centipede/millipede, Self-harm, sequela	self_harm	action	past
T63.412S	Toxic effect of venom of centipede/millipede, Self-harm, sequela	self_harm	action	present
T63.422	Toxic effect of venom of ants, intentional self-harm	self_harm	action	present
T63.422A	Toxic effect of venom of ants, intentional self-harm, initial	self_harm	action	present
T63.422D	Toxic effect of venom of ants, intentional self-harm, subsequent	self_harm	action	past
T63.422D	Toxic effect of venom of ants, intentional self-harm, subsequent	self_harm	action	present
T63.422S	Toxic effect of venom of ants, self-harm, sequela	self_harm	action	past
T63.422S	Toxic effect of venom of ants, self-harm, sequela	self_harm	action	present
T63.432	Toxic effect of venom of caterpillars, intentional self-harm	self_harm	action	present
T63.432A	Toxic effect of venom of caterpillars, self-harm, initial	self_harm	action	present
T63.432D	Toxic effect of venom of caterpillars, self-harm, subsequent	self_harm	action	past
T63.432D	Toxic effect of venom of caterpillars, self-harm, subsequent	self_harm	action	present
T63.432S	Toxic effect of venom of caterpillars, self-harm, sequela	self_harm	action	past
T63.432S	Toxic effect of venom of caterpillars, self-harm, sequela	self_harm	action	present
T63.442	Toxic effect of venom of bees, intentional self-harm	self_harm	action	present
T63.442A	Toxic effect of venom of bees, intentional self-harm, initial	self_harm	action	present
T63.442D	Toxic effect of venom of bees, intentional self-harm, subsequent	self_harm	action	past
T63.442D	Toxic effect of venom of bees, intentional self-harm, subsequent	self_harm	action	present
T63.442S	Toxic effect of venom of bees, self-harm, sequela	self_harm	action	past
T63.442S	Toxic effect of venom of bees, self-harm, sequela	self_harm	action	present
T63.452	Toxic effect of venom of hornets, intentional self-harm	self_harm	action	present
T63.452A	Toxic effect of venom of hornets, self-harm, initial	self_harm	action	present
T63.452D	Toxic effect of venom of hornets, self-harm, subsequent	self_harm	action	past
T63.452D	Toxic effect of venom of hornets, self-harm, subsequent	self_harm	action	present
T63.452S	Toxic effect of venom of hornets, self-harm, sequela	self_harm	action	past
T63.452S	Toxic effect of venom of hornets, self-harm, sequela	self_harm	action	present
T63.462	Toxic effect of venom of wasps, intentional self-harm	self_harm	action	present
T63.462A	Toxic effect of venom of wasps, intentional self-harm, initial	self_harm	action	present
T63.462D	Toxic effect of venom of wasps, intentional self-harm, subsequent	self_harm	action	past
T63.462D	Toxic effect of venom of wasps, intentional self-harm, subsequent	self_harm	action	present
T63.462S	Toxic effect of venom of wasps, self-harm, sequela	self_harm	action	past
T63.462S	Toxic effect of venom of wasps, self-harm, sequela	self_harm	action	present
T63.482	Toxic effect of venom of arthropod, intentional self-harm	self_harm	action	present
T63.482A	Toxic effect of venom of arthropod, self-harm, initial	self_harm	action	present
T63.482D	Toxic effect of venom of arthropod, self-harm, subsequent	self_harm	action	past
T63.482D	Toxic effect of venom of arthropod, self-harm, subsequent	self_harm	action	present
T63.482S	Toxic effect of venom of arthropod, self-harm, sequela	self_harm	action	past
T63.482S	Toxic effect of venom of arthropod, self-harm, sequela	self_harm	action	present
T63.512	Toxic effect of contact with stingray, intentional self-harm	self_harm	action	present
T63.512A	Toxic effect of contact w stingray, self-harm, initial	self_harm	action	present
T63.512D	Toxic effect of contact w stingray, self-harm, subsequent	self_harm	action	past
T63.512D	Toxic effect of contact w stingray, self-harm, subsequent	self_harm	action	present
T63.512S	Toxic effect of contact w stingray, self-harm, sequela	self_harm	action	past
T63.512S	Toxic effect of contact w stingray, self-harm, sequela	self_harm	action	present
T63.592	Toxic effect of contact w other venomous fish, self-harm	self_harm	action	present
T63.592A	Toxic effect of contact w other venomous fish, self-harm, initial	self_harm	action	present
T63.592D	Toxic effect of contact w other venomous fish, self-harm, subsequent	self_harm	action	past
T63.592D	Toxic effect of contact w other venomous fish, self-harm, subsequent	self_harm	action	present
T63.592S	Toxic effect of contact w other venom fish, Self-harm, sequela	self_harm	action	past
T63.592S	Toxic effect of contact w other venom fish, Self-harm, sequela	self_harm	action	present
T63.612	Toxic effect of contact with Portuguese Man-o-war, self-harm	self_harm	action	present
T63.612A	Toxic effect of cntct with Portuguese Man-o-war, Self-harm, initial	self_harm	action	present
T63.612D	Toxic effect of cntct with Portuguese Man-o-war, Self-harm, subsequent	self_harm	action	past
T63.612D	Toxic effect of cntct with Portuguese Man-o-war, Self-harm, subsequent	self_harm	action	present
T63.612S	Toxic effect of cntct with Portuguese Man-o-war, Self-harm, sequela	self_harm	action	past
T63.612S	Toxic effect of cntct with Portuguese Man-o-war, Self-harm, sequela	self_harm	action	present
T63.622	Toxic effect of contact w other jellyfish, self-harm	self_harm	action	present
T63.622A	Toxic effect of contact w other jellyfish, self-harm, initial	self_harm	action	present
T63.622D	Toxic effect of contact w other jellyfish, self-harm, subsequent	self_harm	action	past
T63.622D	Toxic effect of contact w other jellyfish, self-harm, subsequent	self_harm	action	present
T63.622S	Toxic effect of contact w other jellyfish, self-harm, sequela	self_harm	action	past
T63.622S	Toxic effect of contact w other jellyfish, self-harm, sequela	self_harm	action	present
T63.632	Toxic effect of contact w sea anemone, intentional self-harm	self_harm	action	present
T63.632A	Toxic effect of contact w sea anemone, self-harm, initial	self_harm	action	present
T63.632D	Toxic effect of contact w sea anemone, self-harm, subsequent	self_harm	action	past
T63.632D	Toxic effect of contact w sea anemone, self-harm, subsequent	self_harm	action	present
T63.632S	Toxic effect of contact w sea anemone, self-harm, sequela	self_harm	action	past
T63.632S	Toxic effect of contact w sea anemone, self-harm, sequela	self_harm	action	present
T63.692	Toxic effect of contact w other venom marine animals, Self-harm	self_harm	action	present
T63.692A	Toxic effect of cntct w other venom marine animals, Self-harm, initial	self_harm	action	present
T63.692D	Toxic effect of cntct w other venom marine animals, Self-harm, subsequent	self_harm	action	past
T63.692D	Toxic effect of cntct w other venom marine animals, Self-harm, subsequent	self_harm	action	present
T63.692S	Toxic effect of cntct w other venom marine animals, Self-harm, sequela	self_harm	action	past
T63.692S	Toxic effect of cntct w other venom marine animals, Self-harm, sequela	self_harm	action	present
T63.712	Toxic effect of contact w venomous marine plant, self-harm	self_harm	action	present
T63.712A	Toxic effect of contact w venom marine plant, Self-harm, initial	self_harm	action	present
T63.712D	Toxic effect of contact w venom marine plant, Self-harm, subsequent	self_harm	action	past
T63.712D	Toxic effect of contact w venom marine plant, Self-harm, subsequent	self_harm	action	present
T63.712S	Toxic effect of cntct w venom marine plant, Self-harm, sequela	self_harm	action	past
T63.712S	Toxic effect of cntct w venom marine plant, Self-harm, sequela	self_harm	action	present
T63.792	Toxic effect of contact w other venomous plant, self-harm	self_harm	action	present
T63.792A	Toxic effect of contact w other venomous plant, Self-harm, initial	self_harm	action	present
T63.792D	Toxic effect of contact w other venomous plant, Self-harm, subsequent	self_harm	action	past
T63.792D	Toxic effect of contact w other venomous plant, Self-harm, subsequent	self_harm	action	present
T63.792S	Toxic effect of contact w other venom plant, Self-harm, sequela	self_harm	action	past
T63.792S	Toxic effect of contact w other venom plant, Self-harm, sequela	self_harm	action	present
T63.812	Toxic effect of contact w venomous frog, self-harm	self_harm	action	present
T63.812A	Toxic effect of contact w venomous frog, self-harm, initial	self_harm	action	present
T63.812D	Toxic effect of contact w venomous frog, self-harm, subsequent	self_harm	action	past
T63.812D	Toxic effect of contact w venomous frog, self-harm, subsequent	self_harm	action	present
T63.812S	Toxic effect of contact w venomous frog, self-harm, sequela	self_harm	action	past
T63.812S	Toxic effect of contact w venomous frog, self-harm, sequela	self_harm	action	present
T63.822	Toxic effect of contact w venomous toad, self-harm	self_harm	action	present
T63.822A	Toxic effect of contact w venomous toad, self-harm, initial	self_harm	action	present
T63.822D	Toxic effect of contact w venomous toad, self-harm, subsequent	self_harm	action	past
T63.822D	Toxic effect of contact w venomous toad, self-harm, subsequent	self_harm	action	present
T63.822S	Toxic effect of contact w venomous toad, self-harm, sequela	self_harm	action	past
T63.822S	Toxic effect of contact w venomous toad, self-harm, sequela	self_harm	action	present
T63.832	Toxic effect of contact w other venomous amphibian, self-harm	self_harm	action	present
T63.832A	Toxic effect of contact w other venomous amphib, Self-harm, initial	self_harm	action	present
T63.832D	Toxic effect of contact w other venomous amphib, Self-harm, subsequent	self_harm	action	past
T63.832D	Toxic effect of contact w other venomous amphib, Self-harm, subsequent	self_harm	action	present
T63.832S	Toxic effect of contact w other venom amphib, Self-harm, sequela	self_harm	action	past
T63.832S	Toxic effect of contact w other venom amphib, Self-harm, sequela	self_harm	action	present
T63.892	Toxic effect of contact w other venomous animals, self-harm	self_harm	action	present
T63.892A	Toxic effect of contact w other venom animals, Self-harm, initial	self_harm	action	present
T63.892D	Toxic effect of contact w other venom animals, Self-harm, subsequent	self_harm	action	past
T63.892D	Toxic effect of contact w other venom animals, Self-harm, subsequent	self_harm	action	present
T63.892S	Toxic effect of cntct w other venom animals, Self-harm, sequela	self_harm	action	past
T63.892S	Toxic effect of cntct w other venom animals, Self-harm, sequela	self_harm	action	present
T63.92XA	Toxic effect of contact w unspecified venom animal, Self-harm, initial	self_harm	action	present
T63.92XD	Toxic effect of contact w unspecified venom animal, Self-harm, subsequent	self_harm	action	past
T63.92XD	Toxic effect of contact w unspecified venom animal, Self-harm, subsequent	self_harm	action	present
T63.92XS	Toxic effect of cntct w unspecified venom animal, Self-harm, sequela	self_harm	action	past
T63.92XS	Toxic effect of cntct w unspecified venom animal, Self-harm, sequela	self_harm	action	present
T64.02XA	Toxic effect of aflatoxin, intentional self-harm, initial	self_harm	action	present
T64.02XD	Toxic effect of aflatoxin, intentional self-harm, subsequent	self_harm	action	past
T64.02XD	Toxic effect of aflatoxin, intentional self-harm, subsequent	self_harm	action	present
T64.02XS	Toxic effect of aflatoxin, intentional self-harm, sequela	self_harm	action	past
T64.02XS	Toxic effect of aflatoxin, intentional self-harm, sequela	self_harm	action	present
T64.82XA	Toxic effect of mycotoxin food contaminants, self-harm, initial	self_harm	action	present
T64.82XD	Toxic effect of mycotoxin food contaminants, self-harm, subsequent	self_harm	action	past
T64.82XD	Toxic effect of mycotoxin food contaminants, self-harm, subsequent	self_harm	action	present
T64.82XS	Toxic effect of mycotoxin food contamnt, self-harm, sequela	self_harm	action	past
T64.82XS	Toxic effect of mycotoxin food contamnt, self-harm, sequela	self_harm	action	present
T65.0X2	Toxic effect of cyanides, intentional self-harm	self_harm	action	present
T65.0X2A	Toxic effect of cyanides, intentional self-harm, initial encounter	self_harm	action	present
T65.0X2D	Toxic effect of cyanides, intentional self-harm, subsequent encounter	self_harm	action	past
T65.0X2D	Toxic effect of cyanides, intentional self-harm, subsequent encounter	self_harm	action	present
T65.0X2S	Toxic effect of cyanides, intentional self-harm, sequela	self_harm	action	past
T65.0X2S	Toxic effect of cyanides, intentional self-harm, sequela	self_harm	action	present
T65.1X2	Toxic effect of strychnine and its salts, self-harm	self_harm	action	present
T65.1X2A	Toxic effect of strychnine and its salts, self-harm, initial	self_harm	action	present
T65.1X2D	Toxic effect of strychnine and its salts, self-harm, subsequent	self_harm	action	past
T65.1X2D	Toxic effect of strychnine and its salts, self-harm, subsequent	self_harm	action	present
T65.1X2S	Toxic effect of strychnine and its salts, self-harm, sequela	self_harm	action	past
T65.1X2S	Toxic effect of strychnine and its salts, self-harm, sequela	self_harm	action	present
T65.212	Toxic effect of chewing tobacco, intentional self-harm	self_harm	action	present
T65.212A	Toxic effect of chewing tobacco, intentional self-harm, initial	self_harm	action	present
T65.212D	Toxic effect of chewing tobacco, intentional self-harm, subsequent	self_harm	action	past
T65.212D	Toxic effect of chewing tobacco, intentional self-harm, subsequent	self_harm	action	present
T65.212S	Toxic effect of chewing tobacco, self-harm, sequela	self_harm	action	past
T65.212S	Toxic effect of chewing tobacco, self-harm, sequela	self_harm	action	present
T65.222	Toxic effect of tobacco cigarettes, intentional self-harm	self_harm	action	present
T65.222A	Toxic effect of tobacco cigarettes, self-harm, initial	self_harm	action	present
T65.222D	Toxic effect of tobacco cigarettes, self-harm, subsequent	self_harm	action	past
T65.222D	Toxic effect of tobacco cigarettes, self-harm, subsequent	self_harm	action	present
T65.222S	Toxic effect of tobacco cigarettes, self-harm, sequela	self_harm	action	past
T65.222S	Toxic effect of tobacco cigarettes, self-harm, sequela	self_harm	action	present
T65.292	Toxic effect of tobacco and nicotine, intentional self-harm	self_harm	action	present
T65.292A	Toxic effect of tobacco and nicotine, self-harm, initial	self_harm	action	present
T65.292D	Toxic effect of tobacco and nicotine, self-harm, subsequent	self_harm	action	past
T65.292D	Toxic effect of tobacco and nicotine, self-harm, subsequent	self_harm	action	present
T65.292S	Toxic effect of tobacco and nicotine, self-harm, sequela	self_harm	action	past
T65.292S	Toxic effect of tobacco and nicotine, self-harm, sequela	self_harm	action	present
T65.3X2	Toxic effect of nitrodrv/aminodrv of benzn/homolog, Self-harm	self_harm	action	present
T65.3X2A	Toxic effect of nitrodrv/aminodrv of benzn/homolog, Self-harm, initial	self_harm	action	present
T65.3X2D	Toxic effect of nitrodrv/aminodrv of benzn/homolog, Self-harm, subsequent	self_harm	action	past
T65.3X2D	Toxic effect of nitrodrv/aminodrv of benzn/homolog, Self-harm, subsequent	self_harm	action	present
T65.3X2S	Toxic effect of nitrodrv/aminodrv of benzn/homolog, Self-harm, sequela	self_harm	action	past
T65.3X2S	Toxic effect of nitrodrv/aminodrv of benzn/homolog, Self-harm, sequela	self_harm	action	present
T65.4X2	Toxic effect of carbon disulfide, intentional self-harm	self_harm	action	present
T65.4X2A	Toxic effect of carbon disulfide, self-harm, initial	self_harm	action	present
T65.4X2D	Toxic effect of carbon disulfide, self-harm, subsequent	self_harm	action	past
T65.4X2D	Toxic effect of carbon disulfide, self-harm, subsequent	self_harm	action	present
T65.4X2S	Toxic effect of carbon disulfide, self-harm, sequela	self_harm	action	past
T65.4X2S	Toxic effect of carbon disulfide, self-harm, sequela	self_harm	action	present
T65.5X2	Toxic effect of nitro and other nitric acids and esters, Self-harm	self_harm	action	present
T65.5X2A	Toxic effect of nitro & other nitric acids & esters, Self-harm, initial	self_harm	action	present
T65.5X2D	Toxic effect of nitro & other nitric acids & esters, Self-harm, subsequent	self_harm	action	past
T65.5X2D	Toxic effect of nitro & other nitric acids & esters, Self-harm, subsequent	self_harm	action	present
T65.5X2S	Toxic effect of nitro & other nitric acids & esters, Self-harm, sequela	self_harm	action	past
T65.5X2S	Toxic effect of nitro & other nitric acids & esters, Self-harm, sequela	self_harm	action	present
T65.6X2	Toxic effect of paints and dyes, NEC, intentional self-harm	self_harm	action	present
T65.6X2A	Toxic effect of paints and dyes, NEC, self-harm, initial	self_harm	action	present
T65.6X2D	Toxic effect of paints and dyes, NEC, self-harm, subsequent	self_harm	action	past
T65.6X2D	Toxic effect of paints and dyes, NEC, self-harm, subsequent	self_harm	action	present
T65.6X2S	Toxic effect of paints and dyes, NEC, self-harm, sequela	self_harm	action	past
T65.6X2S	Toxic effect of paints and dyes, NEC, self-harm, sequela	self_harm	action	present
T65.812	Toxic effect of latex, intentional self-harm	self_harm	action	present
T65.812A	Toxic effect of latex, intentional self-harm, initial encounter	self_harm	action	present
T65.812D	Toxic effect of latex, intentional self-harm, subsequent encounter	self_harm	action	past
T65.812D	Toxic effect of latex, intentional self-harm, subsequent encounter	self_harm	action	present
T65.812S	Toxic effect of latex, intentional self-harm, sequela	self_harm	action	past
T65.812S	Toxic effect of latex, intentional self-harm, sequela	self_harm	action	present
T65.822	Toxic effect of harmful algae and algae toxins, self-harm	self_harm	action	present
T65.822A	Toxic effect of harmful algae and algae toxins, Self-harm, initial	self_harm	action	present
T65.822D	Toxic effect of harmful algae and algae toxins, Self-harm, subsequent	self_harm	action	past
T65.822D	Toxic effect of harmful algae and algae toxins, Self-harm, subsequent	self_harm	action	present
T65.822S	Toxic effect of harmful algae and algae toxins, Self-harm, sequela	self_harm	action	past
T65.822S	Toxic effect of harmful algae and algae toxins, Self-harm, sequela	self_harm	action	present
T65.832	Toxic effect of fiberglass, intentional self-harm	self_harm	action	present
T65.832A	Toxic effect of fiberglass, intentional self-harm, initial	self_harm	action	present
T65.832D	Toxic effect of fiberglass, intentional self-harm, subsequent	self_harm	action	past
T65.832D	Toxic effect of fiberglass, intentional self-harm, subsequent	self_harm	action	present
T65.832S	Toxic effect of fiberglass, intentional self-harm, sequela	self_harm	action	past
T65.832S	Toxic effect of fiberglass, intentional self-harm, sequela	self_harm	action	present
T65.892	Toxic effect of other substances, intentional self-harm	self_harm	action	present
T65.892A	Toxic effect of other substances, intentional self-harm, initial	self_harm	action	present
T65.892D	Toxic effect of other substances, intentional self-harm, subsequent	self_harm	action	past
T65.892D	Toxic effect of other substances, intentional self-harm, subsequent	self_harm	action	present
T65.892S	Toxic effect of substances, intentional self-harm, sequela	self_harm	action	past
T65.892S	Toxic effect of substances, intentional self-harm, sequela	self_harm	action	present
T65.92XA	Toxic effect of unspecified substance, intentional self-harm, initial	self_harm	action	present
T65.92XD	Toxic effect of unspecified substance, intentional self-harm, subsequent	self_harm	action	past
T65.92XD	Toxic effect of unspecified substance, intentional self-harm, subsequent	self_harm	action	present
T65.92XS	Toxic effect of unspecified substance, self-harm, sequela	self_harm	action	past
T65.92XS	Toxic effect of unspecified substance, self-harm, sequela	self_harm	action	present
T71.112	Asphyxiation due to smothering under pillow, self-harm	self_harm	action	present
T71.112A	Asphyxiation due to smothering under pillow, self-harm, initial	self_harm	action	present
T71.112D	Asphyxiation due to smothering under pillow, self-harm, subsequent	self_harm	action	past
T71.112D	Asphyxiation due to smothering under pillow, self-harm, subsequent	self_harm	action	present
T71.112S	Asphyxiation due to smothering under pillow, self-harm, sequela	self_harm	action	past
T71.112S	Asphyxiation due to smothering under pillow, self-harm, sequela	self_harm	action	present
T71.122	Asphyxiation due to plastic bag, intentional self-harm	self_harm	action	present
T71.122A	Asphyxiation due to plastic bag, intentional self-harm, initial	self_harm	action	present
T71.122D	Asphyxiation due to plastic bag, intentional self-harm, subsequent	self_harm	action	past
T71.122D	Asphyxiation due to plastic bag, intentional self-harm, subsequent	self_harm	action	present
T71.122S	Asphyxiation due to plastic bag, self-harm, sequela	self_harm	action	past
T71.122S	Asphyxiation due to plastic bag, self-harm, sequela	self_harm	action	present
T71.132	Asphyxiation due to being trapped in bed linens, self-harm	self_harm	action	present
T71.132A	Asphyxiation due to being trapped in bed linens, self-harm, initial	self_harm	action	present
T71.132D	Asphyxiation due to being trapped in bed linens, self-harm, subsequent	self_harm	action	past
T71.132D	Asphyxiation due to being trapped in bed linens, self-harm, subsequent	self_harm	action	present
T71.132S	Asphyxiation due to being trapped in bed linens, Self-harm, sequela	self_harm	action	past
T71.132S	Asphyxiation due to being trapped in bed linens, Self-harm, sequela	self_harm	action	present
T71.152	Asphyxiation due to smothering in furniture, self-harm	self_harm	action	present
T71.152A	Asphyxiation due to smothering in furniture, self-harm, initial	self_harm	action	present
T71.152D	Asphyxiation due to smothering in furniture, self-harm, subsequent	self_harm	action	past
T71.152D	Asphyxiation due to smothering in furniture, self-harm, subsequent	self_harm	action	present
T71.152S	Asphyxiation due to smothering in furniture, self-harm, sequela	self_harm	action	past
T71.152S	Asphyxiation due to smothering in furniture, self-harm, sequela	self_harm	action	present
T71.162	Asphyxiation due to hanging, intentional self-harm	self_harm	action	present
T71.162A	Asphyxiation due to hanging, intentional self-harm, initial	self_harm	action	present
T71.162D	Asphyxiation due to hanging, intentional self-harm, subsequent	self_harm	action	past
T71.162D	Asphyxiation due to hanging, intentional self-harm, subsequent	self_harm	action	present
T71.162S	Asphyxiation due to hanging, intentional self-harm, sequela	self_harm	action	past
T71.162S	Asphyxiation due to hanging, intentional self-harm, sequela	self_harm	action	present
T71.192	Asphyxiation due to mech threat to breathe due to other cause, Self-harm	self_harm	action	present
T71.192A	Asphyxiation due to mech thrt to breathe d/t other cause, Self-harm, initial	self_harm	action	present
T71.192D	Asphyxiation due to mech thrt to breathe d/t other cause, Self-harm, subsequent	self_harm	action	past
T71.192D	Asphyxiation due to mech thrt to breathe d/t other cause, Self-harm, subsequent	self_harm	action	present
T71.192S	Asphyxiation due to mech thrt to breathe d/t other cause, Self-harm, sequela	self_harm	action	past
T71.192S	Asphyxiation due to mech thrt to breathe d/t other cause, Self-harm, sequela	self_harm	action	present
T71.222	Asphyxiation due to being trapped in a car trunk, self-harm	self_harm	action	present
T71.222A	Asphyxiation due to being trapped in a car trunk, self-harm, initial	self_harm	action	present
T71.222D	Asphyxiation due to being trapped in a car trunk, self-harm, subsequent	self_harm	action	past
T71.222D	Asphyxiation due to being trapped in a car trunk, self-harm, subsequent	self_harm	action	present
T71.222S	Asphyxiation due to being trapped in a car trunk, Self-harm, sequela	self_harm	action	past
T71.222S	Asphyxiation due to being trapped in a car trunk, Self-harm, sequela	self_harm	action	present
T71.232	Asphyxiation due to being trapped in a (discarded) refrig, Self-harm	self_harm	action	present
T71.232A	Asphyxiation due to being trap in a (discarded) refrig, Self-harm, initial	self_harm	action	present
T71.232D	Asphyxiation due to being trap in a (discarded) refrig, Self-harm, subsequent	self_harm	action	past
T71.232D	Asphyxiation due to being trap in a (discarded) refrig, Self-harm, subsequent	self_harm	action	present
T71.232S	Asphyxiation due to being trap in a (discarded) refrig, Self-harm, sequela	self_harm	action	past
T71.232S	Asphyxiation due to being trap in a (discarded) refrig, Self-harm, sequela	self_harm	action	present
X71	Intentional self-harm by drowning and submersion	self_harm	action	present
X71-X83	Suicide (attempted)	self_harm	action	present
X71.0	Intentional self-harm by drown while in bathtub	self_harm	action	present
X71.0XXA	Intentional self-harm by drown while in bathtub, initial	self_harm	action	present
X71.0XXD	Intentional self-harm by drown while in bathtub, subsequent	self_harm	action	past
X71.0XXD	Intentional self-harm by drown while in bathtub, subsequent	self_harm	action	present
X71.0XXS	Intentional self-harm by drown while in bathtub, sequela	self_harm	action	past
X71.0XXS	Intentional self-harm by drown while in bathtub, sequela	self_harm	action	present
X71.1	Intentional self-harm by drown while in swimming pool	self_harm	action	present
X71.1XXA	Intentional self-harm by drown while in swimming pool, initial	self_harm	action	present
X71.1XXD	Intentional self-harm by drown while in swimming pool, subsequent	self_harm	action	past
X71.1XXD	Intentional self-harm by drown while in swimming pool, subsequent	self_harm	action	present
X71.1XXS	Self-harm by drown while in swimming pool, sequela	self_harm	action	past
X71.1XXS	Self-harm by drown while in swimming pool, sequela	self_harm	action	present
X71.2	Intentional self-harm by drown after jump into swimming pool	self_harm	action	present
X71.2XXA	Self-harm by drown after jump into swimming pool, initial	self_harm	action	present
X71.2XXD	Self-harm by drown after jump into swimming pool, subsequent	self_harm	action	past
X71.2XXD	Self-harm by drown after jump into swimming pool, subsequent	self_harm	action	present
X71.2XXS	Self-harm by drown after jump into swimming pool, sequela	self_harm	action	past
X71.2XXS	Self-harm by drown after jump into swimming pool, sequela	self_harm	action	present
X71.3	Intentional self-harm by drown in natural water	self_harm	action	present
X71.3XXA	Intentional self-harm by drown in natural water, initial	self_harm	action	present
X71.3XXD	Intentional self-harm by drown in natural water, subsequent	self_harm	action	past
X71.3XXD	Intentional self-harm by drown in natural water, subsequent	self_harm	action	present
X71.3XXS	Intentional self-harm by drown in natural water, sequela	self_harm	action	past
X71.3XXS	Intentional self-harm by drown in natural water, sequela	self_harm	action	present
X71.8	Other intentional self-harm by drowning and submersion	self_harm	action	present
X71.8XXA	Other intentional self-harm by drowning and submersion, initial	self_harm	action	present
X71.8XXD	Other intentional self-harm by drowning and submersion, subsequent	self_harm	action	past
X71.8XXD	Other intentional self-harm by drowning and submersion, subsequent	self_harm	action	present
X71.8XXS	Other intentional self-harm by drown, sequela	self_harm	action	past
X71.8XXS	Other intentional self-harm by drown, sequela	self_harm	action	present
X71.9	Intentional self-harm by drowning and submersion, unspecified	self_harm	action	present
X71.9XXA	Intentional self-harm by drowning and submersion, unspecified, initial	self_harm	action	present
X71.9XXD	Intentional self-harm by drowning and submersion, unspecified, subsequent	self_harm	action	past
X71.9XXD	Intentional self-harm by drowning and submersion, unspecified, subsequent	self_harm	action	present
X71.9XXS	Intentional self-harm by drown, unspecified, sequela	self_harm	action	past
X71.9XXS	Intentional self-harm by drown, unspecified, sequela	self_harm	action	present
X72	Intentional self-harm by pistol	self_harm	action	present
X72.XXXA	Intentional self-harm by handgun discharge, initial encounter	self_harm	action	present
X72.XXXD	Intentional self-harm by handgun discharge, subsequent encounter	self_harm	action	past
X72.XXXD	Intentional self-harm by handgun discharge, subsequent encounter	self_harm	action	present
X72.XXXS	Intentional self-harm by handgun discharge, sequela	self_harm	action	past
X72.XXXS	Intentional self-harm by handgun discharge, sequela	self_harm	action	present
X73	Self-harm by rifle, shotgun and larger firearm discharge	self_harm	action	present
X73.0	Intentional self-harm by shotgun discharge	self_harm	action	present
X73.0XXA	Intentional self-harm by shotgun discharge, initial encounter	self_harm	action	present
X73.0XXD	Intentional self-harm by shotgun discharge, subsequent encounter	self_harm	action	past
X73.0XXD	Intentional self-harm by shotgun discharge, subsequent encounter	self_harm	action	present
X73.0XXS	Intentional self-harm by shotgun discharge, sequela	self_harm	action	past
X73.0XXS	Intentional self-harm by shotgun discharge, sequela	self_harm	action	present
X73.1	Intentional self-harm by hunting rifle discharge	self_harm	action	present
X73.1XXA	Intentional self-harm by hunting rifle discharge, initial	self_harm	action	present
X73.1XXD	Intentional self-harm by hunting rifle discharge, subsequent	self_harm	action	past
X73.1XXD	Intentional self-harm by hunting rifle discharge, subsequent	self_harm	action	present
X73.1XXS	Intentional self-harm by hunting rifle discharge, sequela	self_harm	action	past
X73.1XXS	Intentional self-harm by hunting rifle discharge, sequela	self_harm	action	present
X73.2	Intentional self-harm by machine gun discharge	self_harm	action	present
X73.2XXA	Intentional self-harm by machine gun discharge, initial encounter	self_harm	action	present
X73.2XXD	Intentional self-harm by machine gun discharge, subsequent encounter	self_harm	action	past
X73.2XXD	Intentional self-harm by machine gun discharge, subsequent encounter	self_harm	action	present
X73.2XXS	Intentional self-harm by machine gun discharge, sequela	self_harm	action	past
X73.2XXS	Intentional self-harm by machine gun discharge, sequela	self_harm	action	present
X73.8	Intentional self-harm by other larger firearm discharge	self_harm	action	present
X73.8XXA	Intentional self-harm by other larger firearm discharge, initial	self_harm	action	present
X73.8XXD	Intentional self-harm by other larger firearm discharge, subsequent	self_harm	action	past
X73.8XXD	Intentional self-harm by other larger firearm discharge, subsequenteqent	self_harm	action	present
X73.8XXS	Self-harm by other larger firearm discharge, sequela	self_harm	action	past
X73.8XXS	Self-harm by other larger firearm discharge, sequela	self_harm	action	present
X73.9	Intentional self-harm by unspecified larger firearm discharge	self_harm	action	present
X73.9XXA	Intentional self-harm by unspecified larger firearm discharge, initial	self_harm	action	present
X73.9XXD	Intentional self-harm by unspecified larger firearm discharge, subsequent	self_harm	action	past
X73.9XXD	Intentional self-harm by unspecified larger firearm discharge, subsequent	self_harm	action	present
X73.9XXS	Self-harm by unspecified larger firearm discharge, sequela	self_harm	action	past
X73.9XXS	Self-harm by unspecified larger firearm discharge, sequela	self_harm	action	present
X74	Self-harm by other and unspecified firearm and gun discharge	self_harm	action	present
X74.0	Intentional self-harm by gas, air or spring-operated guns	self_harm	action	present
X74.01	Intentional self-harm by airgun	self_harm	action	present
X74.01XA	Intentional self-harm by airgun, initial encounter	self_harm	action	present
